# Generated by MIB Browser
# Version 8.0.3
# 4/14/2026 4:12:36 PM
#
# HUA-MALIR-100.19
# 16:12  04:12 PM
MIB	"OID Name"	Value
ENTITY-MIB	entPhysicalFirmwareRev.98017920	
ENTITY-MIB	entPhysicalFirmwareRev.99768240	
ENTITY-MIB	entPhysicalFirmwareRev.101518560	
ENTITY-MIB	entPhysicalFirmwareRev.103268880	
ENTITY-MIB	entPhysicalFirmwareRev.105019200	
ENTITY-MIB	entPhysicalFirmwareRev.106769520	
ENTITY-MIB	entPhysicalFirmwareRev.108519840	
ENTITY-MIB	entPhysicalFirmwareRev.110270160	
ENTITY-MIB	entPhysicalFirmwareRev.112020480	
ENTITY-MIB	entPhysicalFirmwareRev.113770800	
ENTITY-MIB	entPhysicalSoftwareRev.36	0101
ENTITY-MIB	entPhysicalSoftwareRev.72	0101
ENTITY-MIB	entPhysicalSoftwareRev.1750320	
ENTITY-MIB	entPhysicalSoftwareRev.1763784	
ENTITY-MIB	entPhysicalSoftwareRev.1764192	
ENTITY-MIB	entPhysicalSoftwareRev.1764396	557(2016-12-21)
ENTITY-MIB	entPhysicalSoftwareRev.1764397	
ENTITY-MIB	entPhysicalSoftwareRev.1764398	
ENTITY-MIB	entPhysicalSoftwareRev.1764399	
ENTITY-MIB	entPhysicalSoftwareRev.1764400	
ENTITY-MIB	entPhysicalSoftwareRev.1764401	
ENTITY-MIB	entPhysicalSoftwareRev.1764402	
ENTITY-MIB	entPhysicalSoftwareRev.1764403	
ENTITY-MIB	entPhysicalSoftwareRev.1764404	
ENTITY-MIB	entPhysicalSoftwareRev.1764405	
ENTITY-MIB	entPhysicalSoftwareRev.1764406	
ENTITY-MIB	entPhysicalSoftwareRev.1764407	
ENTITY-MIB	entPhysicalSoftwareRev.1764408	
ENTITY-MIB	entPhysicalSoftwareRev.1764409	
ENTITY-MIB	entPhysicalSoftwareRev.1764410	
ENTITY-MIB	entPhysicalSoftwareRev.1764411	
ENTITY-MIB	entPhysicalSoftwareRev.1764412	
ENTITY-MIB	entPhysicalSoftwareRev.1764600	
ENTITY-MIB	entPhysicalSoftwareRev.1764804	557(2016-12-21)
ENTITY-MIB	entPhysicalSoftwareRev.1764805	
ENTITY-MIB	entPhysicalSoftwareRev.1764806	
ENTITY-MIB	entPhysicalSoftwareRev.1764807	
ENTITY-MIB	entPhysicalSoftwareRev.1764808	
ENTITY-MIB	entPhysicalSoftwareRev.1764809	
ENTITY-MIB	entPhysicalSoftwareRev.1764810	
ENTITY-MIB	entPhysicalSoftwareRev.1764811	
ENTITY-MIB	entPhysicalSoftwareRev.1764812	
ENTITY-MIB	entPhysicalSoftwareRev.1764813	
ENTITY-MIB	entPhysicalSoftwareRev.1764814	
ENTITY-MIB	entPhysicalSoftwareRev.1764815	
ENTITY-MIB	entPhysicalSoftwareRev.1764816	
ENTITY-MIB	entPhysicalSoftwareRev.1764817	
ENTITY-MIB	entPhysicalSoftwareRev.1764818	
ENTITY-MIB	entPhysicalSoftwareRev.1764819	
ENTITY-MIB	entPhysicalSoftwareRev.1764820	
ENTITY-MIB	entPhysicalSoftwareRev.1765008	
ENTITY-MIB	entPhysicalSoftwareRev.1765416	
ENTITY-MIB	entPhysicalSoftwareRev.1765620	"MA5600V800R015C00 "
ENTITY-MIB	entPhysicalSoftwareRev.1765621	
ENTITY-MIB	entPhysicalSoftwareRev.1765622	
ENTITY-MIB	entPhysicalSoftwareRev.1765654	
ENTITY-MIB	entPhysicalSoftwareRev.1765671	(U28)151
ENTITY-MIB	entPhysicalSoftwareRev.1765673	
ENTITY-MIB	entPhysicalSoftwareRev.1765824	
ENTITY-MIB	entPhysicalSoftwareRev.1766028	
ENTITY-MIB	entPhysicalSoftwareRev.1766232	
ENTITY-MIB	entPhysicalSoftwareRev.3500640	
ENTITY-MIB	entPhysicalSoftwareRev.5250960	
ENTITY-MIB	entPhysicalSoftwareRev.7001280	
ENTITY-MIB	entPhysicalSoftwareRev.8751600	
ENTITY-MIB	entPhysicalSoftwareRev.10501920	
ENTITY-MIB	entPhysicalSoftwareRev.12252240	
ENTITY-MIB	entPhysicalSoftwareRev.14002560	
ENTITY-MIB	entPhysicalSoftwareRev.15752880	
ENTITY-MIB	entPhysicalSoftwareRev.17503200	
ENTITY-MIB	entPhysicalSoftwareRev.19253520	
ENTITY-MIB	entPhysicalSoftwareRev.21003840	
ENTITY-MIB	entPhysicalSoftwareRev.22754160	
ENTITY-MIB	entPhysicalSoftwareRev.24504480	
ENTITY-MIB	entPhysicalSoftwareRev.26254800	
ENTITY-MIB	entPhysicalSoftwareRev.28005120	
ENTITY-MIB	entPhysicalSoftwareRev.29755440	
ENTITY-MIB	entPhysicalSoftwareRev.31505760	
ENTITY-MIB	entPhysicalSoftwareRev.33256080	
ENTITY-MIB	entPhysicalSoftwareRev.35006400	
ENTITY-MIB	entPhysicalSoftwareRev.36756720	
ENTITY-MIB	entPhysicalSoftwareRev.38507040	
ENTITY-MIB	entPhysicalSoftwareRev.40257360	
ENTITY-MIB	entPhysicalSoftwareRev.42007680	
ENTITY-MIB	entPhysicalSoftwareRev.43758000	
ENTITY-MIB	entPhysicalSoftwareRev.45508320	
ENTITY-MIB	entPhysicalSoftwareRev.47258640	
ENTITY-MIB	entPhysicalSoftwareRev.49008960	
ENTITY-MIB	entPhysicalSoftwareRev.50759280	
ENTITY-MIB	entPhysicalSoftwareRev.52509600	
ENTITY-MIB	entPhysicalSoftwareRev.54259920	
ENTITY-MIB	entPhysicalSoftwareRev.56010240	
ENTITY-MIB	entPhysicalSoftwareRev.57760560	
ENTITY-MIB	entPhysicalSoftwareRev.59510880	
ENTITY-MIB	entPhysicalSoftwareRev.61261200	
ENTITY-MIB	entPhysicalSoftwareRev.63011520	
ENTITY-MIB	entPhysicalSoftwareRev.64761840	
ENTITY-MIB	entPhysicalSoftwareRev.66512160	
ENTITY-MIB	entPhysicalSoftwareRev.68262480	
ENTITY-MIB	entPhysicalSoftwareRev.70012800	
ENTITY-MIB	entPhysicalSoftwareRev.71763120	
ENTITY-MIB	entPhysicalSoftwareRev.73513440	
ENTITY-MIB	entPhysicalSoftwareRev.75263760	
ENTITY-MIB	entPhysicalSoftwareRev.77014080	
ENTITY-MIB	entPhysicalSoftwareRev.78764400	
ENTITY-MIB	entPhysicalSoftwareRev.80514720	
ENTITY-MIB	entPhysicalSoftwareRev.82265040	
ENTITY-MIB	entPhysicalSoftwareRev.84015360	
ENTITY-MIB	entPhysicalSoftwareRev.85765680	
ENTITY-MIB	entPhysicalSoftwareRev.87516000	
ENTITY-MIB	entPhysicalSoftwareRev.89266320	
ENTITY-MIB	entPhysicalSoftwareRev.91016640	
ENTITY-MIB	entPhysicalSoftwareRev.92766960	
ENTITY-MIB	entPhysicalSoftwareRev.94517280	
ENTITY-MIB	entPhysicalSoftwareRev.96267600	
ENTITY-MIB	entPhysicalSoftwareRev.98017920	
ENTITY-MIB	entPhysicalSoftwareRev.99768240	
ENTITY-MIB	entPhysicalSoftwareRev.101518560	
ENTITY-MIB	entPhysicalSoftwareRev.103268880	
ENTITY-MIB	entPhysicalSoftwareRev.105019200	
ENTITY-MIB	entPhysicalSoftwareRev.106769520	
ENTITY-MIB	entPhysicalSoftwareRev.108519840	
ENTITY-MIB	entPhysicalSoftwareRev.110270160	
ENTITY-MIB	entPhysicalSoftwareRev.112020480	
ENTITY-MIB	entPhysicalSoftwareRev.113770800	
ENTITY-MIB	entPhysicalSerialNum.36	2102120747P0K1000276
ENTITY-MIB	entPhysicalSerialNum.72	
ENTITY-MIB	entPhysicalSerialNum.1750320	
ENTITY-MIB	entPhysicalSerialNum.1763784	021RSTD0JC000048
ENTITY-MIB	entPhysicalSerialNum.1764192	
ENTITY-MIB	entPhysicalSerialNum.1764396	022MLMDMJ7604898
ENTITY-MIB	entPhysicalSerialNum.1764397	A1214006208
ENTITY-MIB	entPhysicalSerialNum.1764398	032MGHMBH9063156
ENTITY-MIB	entPhysicalSerialNum.1764399	032MGHMBH9028607
ENTITY-MIB	entPhysicalSerialNum.1764400	032MGHNNJ8075484
ENTITY-MIB	entPhysicalSerialNum.1764401	032MGHNNJ8075953
ENTITY-MIB	entPhysicalSerialNum.1764402	032MGHNNJ8003198
ENTITY-MIB	entPhysicalSerialNum.1764403	032MGHMBH9028592
ENTITY-MIB	entPhysicalSerialNum.1764404	032MGHNNJ8077921
ENTITY-MIB	entPhysicalSerialNum.1764405	032MGHNNJ8078355
ENTITY-MIB	entPhysicalSerialNum.1764406	032MGHNNJ8074929
ENTITY-MIB	entPhysicalSerialNum.1764407	
ENTITY-MIB	entPhysicalSerialNum.1764408	A0215101073
ENTITY-MIB	entPhysicalSerialNum.1764409	032MGHNNJ8078367
ENTITY-MIB	entPhysicalSerialNum.1764410	032MGHNNJ8078389
ENTITY-MIB	entPhysicalSerialNum.1764411	032MGHMBJA003553
ENTITY-MIB	entPhysicalSerialNum.1764412	032MGHNNJ8075478
ENTITY-MIB	entPhysicalSerialNum.1764600	
ENTITY-MIB	entPhysicalSerialNum.1764804	022MLMDMK3601132
ENTITY-MIB	entPhysicalSerialNum.1764805	202005180136
ENTITY-MIB	entPhysicalSerialNum.1764806	032MGHNNJA017918
ENTITY-MIB	entPhysicalSerialNum.1764807	032MGHNNJ8078354
ENTITY-MIB	entPhysicalSerialNum.1764808	032MGHNNJA019911
ENTITY-MIB	entPhysicalSerialNum.1764809	032MGHMBHA011376
ENTITY-MIB	entPhysicalSerialNum.1764810	202005180101
ENTITY-MIB	entPhysicalSerialNum.1764811	032MGHNNJA015676
ENTITY-MIB	entPhysicalSerialNum.1764812	032MGHNNJA017439
ENTITY-MIB	entPhysicalSerialNum.1764813	032MGHNNJA019918
ENTITY-MIB	entPhysicalSerialNum.1764814	032MGHNNJA017437
ENTITY-MIB	entPhysicalSerialNum.1764815	032MGHMBJA003584
ENTITY-MIB	entPhysicalSerialNum.1764816	032MGHNNJA028706
ENTITY-MIB	entPhysicalSerialNum.1764817	
ENTITY-MIB	entPhysicalSerialNum.1764818	032MGHNNJA019891
ENTITY-MIB	entPhysicalSerialNum.1764819	032MGHNNJA019907
ENTITY-MIB	entPhysicalSerialNum.1764820	032MGHMBH9034567
ENTITY-MIB	entPhysicalSerialNum.1765008	
ENTITY-MIB	entPhysicalSerialNum.1765416	
ENTITY-MIB	entPhysicalSerialNum.1765620	021UEUDMJ8600909
ENTITY-MIB	entPhysicalSerialNum.1765621	MTC211505AP
ENTITY-MIB	entPhysicalSerialNum.1765622	MTC211505A1
ENTITY-MIB	entPhysicalSerialNum.1765654	
ENTITY-MIB	entPhysicalSerialNum.1765671	
ENTITY-MIB	entPhysicalSerialNum.1765673	AGM1525214D
ENTITY-MIB	entPhysicalSerialNum.1765824	
ENTITY-MIB	entPhysicalSerialNum.1766028	030RKMD0JC001527
ENTITY-MIB	entPhysicalSerialNum.1766232	
ENTITY-MIB	entPhysicalSerialNum.3500640	
ENTITY-MIB	entPhysicalSerialNum.5250960	
ENTITY-MIB	entPhysicalSerialNum.7001280	
ENTITY-MIB	entPhysicalSerialNum.8751600	
ENTITY-MIB	entPhysicalSerialNum.10501920	
ENTITY-MIB	entPhysicalSerialNum.12252240	
ENTITY-MIB	entPhysicalSerialNum.14002560	
ENTITY-MIB	entPhysicalSerialNum.15752880	
ENTITY-MIB	entPhysicalSerialNum.17503200	
ENTITY-MIB	entPhysicalSerialNum.19253520	
ENTITY-MIB	entPhysicalSerialNum.21003840	
ENTITY-MIB	entPhysicalSerialNum.22754160	
ENTITY-MIB	entPhysicalSerialNum.24504480	
ENTITY-MIB	entPhysicalSerialNum.26254800	
ENTITY-MIB	entPhysicalSerialNum.28005120	
ENTITY-MIB	entPhysicalSerialNum.29755440	
ENTITY-MIB	entPhysicalSerialNum.31505760	
ENTITY-MIB	entPhysicalSerialNum.33256080	
ENTITY-MIB	entPhysicalSerialNum.35006400	
ENTITY-MIB	entPhysicalSerialNum.36756720	
ENTITY-MIB	entPhysicalSerialNum.38507040	
ENTITY-MIB	entPhysicalSerialNum.40257360	
ENTITY-MIB	entPhysicalSerialNum.42007680	
ENTITY-MIB	entPhysicalSerialNum.43758000	
ENTITY-MIB	entPhysicalSerialNum.45508320	
ENTITY-MIB	entPhysicalSerialNum.47258640	
ENTITY-MIB	entPhysicalSerialNum.49008960	
ENTITY-MIB	entPhysicalSerialNum.50759280	
ENTITY-MIB	entPhysicalSerialNum.52509600	
ENTITY-MIB	entPhysicalSerialNum.54259920	
ENTITY-MIB	entPhysicalSerialNum.56010240	
ENTITY-MIB	entPhysicalSerialNum.57760560	
ENTITY-MIB	entPhysicalSerialNum.59510880	
ENTITY-MIB	entPhysicalSerialNum.61261200	
ENTITY-MIB	entPhysicalSerialNum.63011520	
ENTITY-MIB	entPhysicalSerialNum.64761840	
ENTITY-MIB	entPhysicalSerialNum.66512160	
ENTITY-MIB	entPhysicalSerialNum.68262480	
ENTITY-MIB	entPhysicalSerialNum.70012800	
ENTITY-MIB	entPhysicalSerialNum.71763120	
ENTITY-MIB	entPhysicalSerialNum.73513440	
ENTITY-MIB	entPhysicalSerialNum.75263760	
ENTITY-MIB	entPhysicalSerialNum.77014080	
ENTITY-MIB	entPhysicalSerialNum.78764400	
ENTITY-MIB	entPhysicalSerialNum.80514720	
ENTITY-MIB	entPhysicalSerialNum.82265040	
ENTITY-MIB	entPhysicalSerialNum.84015360	
ENTITY-MIB	entPhysicalSerialNum.85765680	
ENTITY-MIB	entPhysicalSerialNum.87516000	
ENTITY-MIB	entPhysicalSerialNum.89266320	
ENTITY-MIB	entPhysicalSerialNum.91016640	
ENTITY-MIB	entPhysicalSerialNum.92766960	
ENTITY-MIB	entPhysicalSerialNum.94517280	
ENTITY-MIB	entPhysicalSerialNum.96267600	
ENTITY-MIB	entPhysicalSerialNum.98017920	
ENTITY-MIB	entPhysicalSerialNum.99768240	
ENTITY-MIB	entPhysicalSerialNum.101518560	
ENTITY-MIB	entPhysicalSerialNum.103268880	
ENTITY-MIB	entPhysicalSerialNum.105019200	
ENTITY-MIB	entPhysicalSerialNum.106769520	
ENTITY-MIB	entPhysicalSerialNum.108519840	
ENTITY-MIB	entPhysicalSerialNum.110270160	
ENTITY-MIB	entPhysicalSerialNum.112020480	
ENTITY-MIB	entPhysicalSerialNum.113770800	
ENTITY-MIB	entPhysicalMfgName.36	Huawei
ENTITY-MIB	entPhysicalMfgName.72	
ENTITY-MIB	entPhysicalMfgName.1750320	Huawei
ENTITY-MIB	entPhysicalMfgName.1763784	Huawei
ENTITY-MIB	entPhysicalMfgName.1764192	Huawei
ENTITY-MIB	entPhysicalMfgName.1764396	Huawei
ENTITY-MIB	entPhysicalMfgName.1764397	NEOPHOTONICS
ENTITY-MIB	entPhysicalMfgName.1764398	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764399	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764400	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764401	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764402	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764403	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764404	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764405	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764406	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764407	
ENTITY-MIB	entPhysicalMfgName.1764408	NEOPHOTONICS
ENTITY-MIB	entPhysicalMfgName.1764409	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764410	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764411	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764412	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764600	Huawei
ENTITY-MIB	entPhysicalMfgName.1764804	Huawei
ENTITY-MIB	entPhysicalMfgName.1764805	OEM
ENTITY-MIB	entPhysicalMfgName.1764806	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764807	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764808	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764809	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764810	OEM
ENTITY-MIB	entPhysicalMfgName.1764811	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764812	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764813	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764814	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764815	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764816	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764817	
ENTITY-MIB	entPhysicalMfgName.1764818	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764819	HISILICON
ENTITY-MIB	entPhysicalMfgName.1764820	HISILICON
ENTITY-MIB	entPhysicalMfgName.1765008	Huawei
ENTITY-MIB	entPhysicalMfgName.1765416	Huawei
ENTITY-MIB	entPhysicalMfgName.1765620	Huawei
ENTITY-MIB	entPhysicalMfgName.1765621	CISCO
ENTITY-MIB	entPhysicalMfgName.1765622	CISCO
ENTITY-MIB	entPhysicalMfgName.1765654	Huawei
ENTITY-MIB	entPhysicalMfgName.1765671	
ENTITY-MIB	entPhysicalMfgName.1765673	CISCO-AVAGO
ENTITY-MIB	entPhysicalMfgName.1765824	Huawei
ENTITY-MIB	entPhysicalMfgName.1766028	Huawei
ENTITY-MIB	entPhysicalMfgName.1766232	Huawei
ENTITY-MIB	entPhysicalMfgName.3500640	Huawei
ENTITY-MIB	entPhysicalMfgName.5250960	Huawei
ENTITY-MIB	entPhysicalMfgName.7001280	Huawei
ENTITY-MIB	entPhysicalMfgName.8751600	Huawei
ENTITY-MIB	entPhysicalMfgName.10501920	Huawei
ENTITY-MIB	entPhysicalMfgName.12252240	Huawei
ENTITY-MIB	entPhysicalMfgName.14002560	Huawei
ENTITY-MIB	entPhysicalMfgName.15752880	Huawei
ENTITY-MIB	entPhysicalMfgName.17503200	Huawei
ENTITY-MIB	entPhysicalMfgName.19253520	Huawei
ENTITY-MIB	entPhysicalMfgName.21003840	Huawei
ENTITY-MIB	entPhysicalMfgName.22754160	Huawei
ENTITY-MIB	entPhysicalMfgName.24504480	Huawei
ENTITY-MIB	entPhysicalMfgName.26254800	Huawei
ENTITY-MIB	entPhysicalMfgName.28005120	Huawei
ENTITY-MIB	entPhysicalMfgName.29755440	Huawei
ENTITY-MIB	entPhysicalMfgName.31505760	Huawei
ENTITY-MIB	entPhysicalMfgName.33256080	Huawei
ENTITY-MIB	entPhysicalMfgName.35006400	Huawei
ENTITY-MIB	entPhysicalMfgName.36756720	Huawei
ENTITY-MIB	entPhysicalMfgName.38507040	Huawei
ENTITY-MIB	entPhysicalMfgName.40257360	Huawei
ENTITY-MIB	entPhysicalMfgName.42007680	Huawei
ENTITY-MIB	entPhysicalMfgName.43758000	Huawei
ENTITY-MIB	entPhysicalMfgName.45508320	Huawei
ENTITY-MIB	entPhysicalMfgName.47258640	Huawei
ENTITY-MIB	entPhysicalMfgName.49008960	Huawei
ENTITY-MIB	entPhysicalMfgName.50759280	Huawei
ENTITY-MIB	entPhysicalMfgName.52509600	Huawei
ENTITY-MIB	entPhysicalMfgName.54259920	Huawei
ENTITY-MIB	entPhysicalMfgName.56010240	Huawei
ENTITY-MIB	entPhysicalMfgName.57760560	Huawei
ENTITY-MIB	entPhysicalMfgName.59510880	Huawei
ENTITY-MIB	entPhysicalMfgName.61261200	Huawei
ENTITY-MIB	entPhysicalMfgName.63011520	Huawei
ENTITY-MIB	entPhysicalMfgName.64761840	Huawei
ENTITY-MIB	entPhysicalMfgName.66512160	Huawei
ENTITY-MIB	entPhysicalMfgName.68262480	Huawei
ENTITY-MIB	entPhysicalMfgName.70012800	Huawei
ENTITY-MIB	entPhysicalMfgName.71763120	Huawei
ENTITY-MIB	entPhysicalMfgName.73513440	Huawei
ENTITY-MIB	entPhysicalMfgName.75263760	Huawei
ENTITY-MIB	entPhysicalMfgName.77014080	Huawei
ENTITY-MIB	entPhysicalMfgName.78764400	Huawei
ENTITY-MIB	entPhysicalMfgName.80514720	Huawei
ENTITY-MIB	entPhysicalMfgName.82265040	Huawei
ENTITY-MIB	entPhysicalMfgName.84015360	Huawei
ENTITY-MIB	entPhysicalMfgName.85765680	Huawei
ENTITY-MIB	entPhysicalMfgName.87516000	Huawei
ENTITY-MIB	entPhysicalMfgName.89266320	Huawei
ENTITY-MIB	entPhysicalMfgName.91016640	Huawei
ENTITY-MIB	entPhysicalMfgName.92766960	Huawei
ENTITY-MIB	entPhysicalMfgName.94517280	Huawei
ENTITY-MIB	entPhysicalMfgName.96267600	Huawei
ENTITY-MIB	entPhysicalMfgName.98017920	Huawei
ENTITY-MIB	entPhysicalMfgName.99768240	Huawei
ENTITY-MIB	entPhysicalMfgName.101518560	Huawei
ENTITY-MIB	entPhysicalMfgName.103268880	Huawei
ENTITY-MIB	entPhysicalMfgName.105019200	Huawei
ENTITY-MIB	entPhysicalMfgName.106769520	Huawei
ENTITY-MIB	entPhysicalMfgName.108519840	Huawei
ENTITY-MIB	entPhysicalMfgName.110270160	Huawei
ENTITY-MIB	entPhysicalMfgName.112020480	Huawei
ENTITY-MIB	entPhysicalMfgName.113770800	Huawei
ENTITY-MIB	entPhysicalModelName.36	H831FCBB
ENTITY-MIB	entPhysicalModelName.72	H801PMUB
ENTITY-MIB	entPhysicalModelName.1750320	RACK-300
ENTITY-MIB	entPhysicalModelName.1763784	FRAME-300
ENTITY-MIB	entPhysicalModelName.1764192	SLOT-300
ENTITY-MIB	entPhysicalModelName.1764396	H805GPFD
ENTITY-MIB	entPhysicalModelName.1764397	OPTIC
ENTITY-MIB	entPhysicalModelName.1764398	OPTIC
ENTITY-MIB	entPhysicalModelName.1764399	OPTIC
ENTITY-MIB	entPhysicalModelName.1764400	OPTIC
ENTITY-MIB	entPhysicalModelName.1764401	OPTIC
ENTITY-MIB	entPhysicalModelName.1764402	OPTIC
ENTITY-MIB	entPhysicalModelName.1764403	OPTIC
ENTITY-MIB	entPhysicalModelName.1764404	OPTIC
ENTITY-MIB	entPhysicalModelName.1764405	OPTIC
ENTITY-MIB	entPhysicalModelName.1764406	OPTIC
ENTITY-MIB	entPhysicalModelName.1764407	OPTIC
ENTITY-MIB	entPhysicalModelName.1764408	OPTIC
ENTITY-MIB	entPhysicalModelName.1764409	OPTIC
ENTITY-MIB	entPhysicalModelName.1764410	OPTIC
ENTITY-MIB	entPhysicalModelName.1764411	OPTIC
ENTITY-MIB	entPhysicalModelName.1764412	OPTIC
ENTITY-MIB	entPhysicalModelName.1764600	SLOT-300
ENTITY-MIB	entPhysicalModelName.1764804	H805GPFD
ENTITY-MIB	entPhysicalModelName.1764805	OPTIC
ENTITY-MIB	entPhysicalModelName.1764806	OPTIC
ENTITY-MIB	entPhysicalModelName.1764807	OPTIC
ENTITY-MIB	entPhysicalModelName.1764808	OPTIC
ENTITY-MIB	entPhysicalModelName.1764809	OPTIC
ENTITY-MIB	entPhysicalModelName.1764810	OPTIC
ENTITY-MIB	entPhysicalModelName.1764811	OPTIC
ENTITY-MIB	entPhysicalModelName.1764812	OPTIC
ENTITY-MIB	entPhysicalModelName.1764813	OPTIC
ENTITY-MIB	entPhysicalModelName.1764814	OPTIC
ENTITY-MIB	entPhysicalModelName.1764815	OPTIC
ENTITY-MIB	entPhysicalModelName.1764816	OPTIC
ENTITY-MIB	entPhysicalModelName.1764817	OPTIC
ENTITY-MIB	entPhysicalModelName.1764818	OPTIC
ENTITY-MIB	entPhysicalModelName.1764819	OPTIC
ENTITY-MIB	entPhysicalModelName.1764820	OPTIC
ENTITY-MIB	entPhysicalModelName.1765008	SLOT-300
ENTITY-MIB	entPhysicalModelName.1765416	SLOT-300
ENTITY-MIB	entPhysicalModelName.1765620	SCU
ENTITY-MIB	entPhysicalModelName.1765621	OPTIC
ENTITY-MIB	entPhysicalModelName.1765622	OPTIC
ENTITY-MIB	entPhysicalModelName.1765654	SUB-SLOT-300
ENTITY-MIB	entPhysicalModelName.1765671	H801CPCB
ENTITY-MIB	entPhysicalModelName.1765673	OPTIC
ENTITY-MIB	entPhysicalModelName.1765824	SLOT-300
ENTITY-MIB	entPhysicalModelName.1766028	H801MPWD
ENTITY-MIB	entPhysicalModelName.1766232	SLOT-300
ENTITY-MIB	entPhysicalModelName.3500640	RACK-300
ENTITY-MIB	entPhysicalModelName.5250960	RACK-300
ENTITY-MIB	entPhysicalModelName.7001280	RACK-300
ENTITY-MIB	entPhysicalModelName.8751600	RACK-300
ENTITY-MIB	entPhysicalModelName.10501920	RACK-300
ENTITY-MIB	entPhysicalModelName.12252240	RACK-300
ENTITY-MIB	entPhysicalModelName.14002560	RACK-300
ENTITY-MIB	entPhysicalModelName.15752880	RACK-300
ENTITY-MIB	entPhysicalModelName.17503200	RACK-300
ENTITY-MIB	entPhysicalModelName.19253520	RACK-300
ENTITY-MIB	entPhysicalModelName.21003840	RACK-300
ENTITY-MIB	entPhysicalModelName.22754160	RACK-300
ENTITY-MIB	entPhysicalModelName.24504480	RACK-300
ENTITY-MIB	entPhysicalModelName.26254800	RACK-300
ENTITY-MIB	entPhysicalModelName.28005120	RACK-300
ENTITY-MIB	entPhysicalModelName.29755440	RACK-300
ENTITY-MIB	entPhysicalModelName.31505760	RACK-300
ENTITY-MIB	entPhysicalModelName.33256080	RACK-300
ENTITY-MIB	entPhysicalModelName.35006400	RACK-300
ENTITY-MIB	entPhysicalModelName.36756720	RACK-300
ENTITY-MIB	entPhysicalModelName.38507040	RACK-300
ENTITY-MIB	entPhysicalModelName.40257360	RACK-300
ENTITY-MIB	entPhysicalModelName.42007680	RACK-300
ENTITY-MIB	entPhysicalModelName.43758000	RACK-300
ENTITY-MIB	entPhysicalModelName.45508320	RACK-300
ENTITY-MIB	entPhysicalModelName.47258640	RACK-300
ENTITY-MIB	entPhysicalModelName.49008960	RACK-300
ENTITY-MIB	entPhysicalModelName.50759280	RACK-300
ENTITY-MIB	entPhysicalModelName.52509600	RACK-300
ENTITY-MIB	entPhysicalModelName.54259920	RACK-300
ENTITY-MIB	entPhysicalModelName.56010240	RACK-300
ENTITY-MIB	entPhysicalModelName.57760560	RACK-300
ENTITY-MIB	entPhysicalModelName.59510880	RACK-300
ENTITY-MIB	entPhysicalModelName.61261200	RACK-300
ENTITY-MIB	entPhysicalModelName.63011520	RACK-300
ENTITY-MIB	entPhysicalModelName.64761840	RACK-300
ENTITY-MIB	entPhysicalModelName.66512160	RACK-300
ENTITY-MIB	entPhysicalModelName.68262480	RACK-300
ENTITY-MIB	entPhysicalModelName.70012800	RACK-300
ENTITY-MIB	entPhysicalModelName.71763120	RACK-300
ENTITY-MIB	entPhysicalModelName.73513440	RACK-300
ENTITY-MIB	entPhysicalModelName.75263760	RACK-300
ENTITY-MIB	entPhysicalModelName.77014080	RACK-300
ENTITY-MIB	entPhysicalModelName.78764400	RACK-300
ENTITY-MIB	entPhysicalModelName.80514720	RACK-300
ENTITY-MIB	entPhysicalModelName.82265040	RACK-300
ENTITY-MIB	entPhysicalModelName.84015360	RACK-300
ENTITY-MIB	entPhysicalModelName.85765680	RACK-300
ENTITY-MIB	entPhysicalModelName.87516000	RACK-300
ENTITY-MIB	entPhysicalModelName.89266320	RACK-300
ENTITY-MIB	entPhysicalModelName.91016640	RACK-300
ENTITY-MIB	entPhysicalModelName.92766960	RACK-300
ENTITY-MIB	entPhysicalModelName.94517280	RACK-300
ENTITY-MIB	entPhysicalModelName.96267600	RACK-300
ENTITY-MIB	entPhysicalModelName.98017920	RACK-300
ENTITY-MIB	entPhysicalModelName.99768240	RACK-300
ENTITY-MIB	entPhysicalModelName.101518560	RACK-300
ENTITY-MIB	entPhysicalModelName.103268880	RACK-300
ENTITY-MIB	entPhysicalModelName.105019200	RACK-300
